movieId,title,genres,keywords
175,Kids (1995),Drama,virgin|first-time-sex|coming-of-age|teen-sexuality|swimming-in-underwear|sexual-promiscuity|virginity|teenage-sexuality|sex|new-york-city
176,Living in Oblivion (1995),Comedy,neo-screwball-comedy|looking-at-oneself-in-a-mirror|1990s|bare-breasts|begins-with-a-dream|implied-casual-sex|crying-man|woman-with-armpit-hair|wristwatch-alarm|bare-chested-male
177,Lord of Illusions (1995),Horror,private-detective|neo-noir|telekinesis|investigation|violence|illusionist|magician|faked-death|magic|occult
178,Love & Human Remains (1993),Comedy|Drama,lesbian|dominatrix|gay|sex|lesbianism|lesbian-kiss|gay-kiss|homosexual|friend|busboy
179,Mad Love (1995),Drama|Romance,hitchhiking|brief-female-frontal-nudity|attempted-suicide|voyeur|love|high-school|bipolar-disorder|panties|self-destructiveness|manic-depression
180,Mallrats (1995),Comedy|Romance,mall|jay-and-silent-bob|topless-female-nudity|dumped-by-girlfriend|bare-breasts|masturbation|ex-girlfriend|blonde|voyeurism|voyeur
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,costume|fake-mustache|warrioress|prehistory|sharpening-a-knife|animated-scene|supervillain|car|reference-to-the-brady-bunch|teenage-superhero
182,Moonlight and Valentino (1995),Drama|Romance,female-rear-nudity|bathtub|sister-sister-relationship|house-painter|widow|friendship-between-women|death-of-husband|grief|female-protagonist|based-on-play
183,Mute Witness (1994),Comedy|Horror|Thriller,mute|chase|russian-mafia|cult-film|female-rear-nudity|female-frontal-nudity|female-full-frontal-nudity|snuff-movie|snuff|diskette
184,Nadja (1994),Drama,vampire|female-vampire|boxing-practice|morgue|uncle-nephew-relationship|cigarette-smoking|elevator|sunglasses|bald-woman|bicycle
185,"Net, The (1995)",Action|Crime|Thriller,
186,Nine Months (1995),Comedy|Romance,time-for-title|bad-dream|close-up-of-eyes|close-up-of-lips|close-up-of-mouth|nightmare|memory-lapse|forgetting-a-name|forgetfulness|cat
187,Party Girl (1995),Comedy,title-directed-by-woman|nightclub|library|party|librarian|female-protagonist|godmother-goddaughter-relationship|irresponsibility|disc-jockey|street-food-vendor
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,
189,Reckless (1995),Comedy|Fantasy,screenplay-adapted-by-author|christmas|female-protagonist|fictional-game-show|trauma|therapist|tv-show|school-bus|poison|on-the-road
190,Safe (1995),Thriller,psychiatrist|housewife|allergy|environment|psychosomatic-illness|female-protagonist|chronic-illness|allegory|san-fernando-valley-california|quarantine
191,"Scarlet Letter, The (1995)",Drama|Romance,
192,"Show, The (1995)",Documentary,stripper|lap-dancing|showgirl|striptease|female-nudity|sex-in-a-swimming-pool|strip-club|rape|female-full-frontal-nudity|lap-dance
193,Showgirls (1995),Drama,stripper|lap-dancing|showgirl|striptease|female-nudity|sex-in-a-swimming-pool|strip-club|rape|female-full-frontal-nudity|lap-dance
194,Smoke (1995),Comedy|Drama,smoke|cigarette-smoking|death-of-wife|year-1990|summer|five-chapters|novelist|bank-holdup|shooting-of-wife|murder-of-wife
195,Something to Talk About (1995),Comedy|Drama|Romance,adulterous-husband|female-protagonist|reconciliation|scandal|horse-breeder|extramarital-affair|dysfunctional-marriage|dysfunctional-family|stable|southern-belle
196,Species (1995),Horror|Sci-Fi,breasts|undressing|interspecies-sex|sex-with-an-alien-woman|bound-and-gagged|seduction|sexual-desire|sexual-attraction|sexy-woman|sexiness
197,"Stars Fell on Henrietta, The (1995)",Drama,child-in-jeopardy|family-in-jeopardy|real-life-mother-and-daughter-play-mother-and-daughter|oil-field-wildcatter|old-man|year-1935|suitcase|pet-cat|windstorm|farmhouse
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,cyberpunk|virtual-reality|porn-actor-in-mainstream-movie|murder|rape|year-1999|conspiracy|cult-film|title-directed-by-female|corrupt-police
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,shop|auto-mechanic|cherbourg-normandy|teenage-girl|military-draft|famous-score|bicycle|france|young-lovers|love
200,"Tie That Binds, The (1995)",Thriller,man-tied-up|bound-and-gagged|woman-tied-up|held-hostage|hanging|saved-from-hanging|bloody-face|barefoot-male|adoption|police
201,Three Wishes (1995),Drama|Fantasy,drifter|baseball|flying-boy|single-mother|generosity|wish-fulfillment|nude-sunbathing|neighbor|substitute-father|suburb
202,Total Eclipse (1995),Drama|Romance,poet|1870s|pregnant-wife|absinthe|gay|male-pubic-hair|pubic-hair|violence|setting-hair-on-fire|revolution
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,drag-queen|on-the-road|new-york-city|domestic-violence|title-directed-by-female|small-town|cadillac|abusive-husband|car-breakdown|cross-country-trip
204,Under Siege 2: Dark Territory (1995),Action,train|colorado|repeat-sequel|time-bomb|good-versus-evil|man-kills-a-woman|global-positioning-satellite|cyberterrorist|cyberterrorism|cyber-terrorist
205,Unstrung Heroes (1995),Comedy|Drama,uncle-nephew-relationship|terminal-illness|based-on-memoir|eccentricity|hotel|death-of-wife|title-directed-by-female|ill-mother|coming-of-age|tragic-event
206,Unzipped (1995),Documentary,fashion-show|supermodel|female-rear-nudity|dressing-room|black-british|calling-someone-a-pervert|italian-woman|canadian-woman|venezuelan-woman|african-american-woman
207,"Walk in the Clouds, A (1995)",Drama|Romance,falling-in-love|1940s|aftermath-of-world-war-ii|war-aftermath|helping-someone|world-war-two-veteran|pregnant-woman|unmarried-pregnant-woman|soldier|learning-the-truth
208,Waterworld (1995),Action|Adventure|Sci-Fi,nonconsensual-haircut|post-apocalypse|swimming|global-warming|water|tomato|glass-eye|national-geographic-magazine|underwater-scene|drinking-one's-urine
209,White Man's Burden (1995),Drama,black-bourgeois|racial-tension|race-relations|alternate-reality|alternate-history|dystopia|title-based-on-poem|husband-wife-relationship|family-man|held-at-gunpoint
210,Wild Bill (1995),Western,black-and-white-to-color|two-gun-holster|gun-holster|gun|holster|double-gun-holster|cheyenne-indian|buffalo-bill-cody-character|calamity-jane-character|cheating-at-cards
211,"Browning Version, The (1994)",Drama,
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,slapstick-comedy|manhunt|fbi-agent|stupidity|rope-bridge|scoutmaster|mansion|delivery-man|campfire|bear
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,
214,Before the Rain (Pred dozhdot) (1994),Drama|War,endless-loop|brother-brother-incest|violence|monk|albanian|photographer|bosnia|macedonia|three-parts|restaurant
215,Before Sunrise (1995),Drama|Romance,conversations|train|tourist|kiss|eurail-pass|train-encounter|life-changing-decision|coincidence|palm-reader|one-night-stand
216,Billy Madison (1995),Comedy,crude-humor|teacher-student-relationship|banana-peel|high-school-graduation|academic-decathlon|immaturity|stupidity|car-falling-off-a-cliff|apology|wealth
217,"Babysitter, The (1995)",Drama|Thriller,boy|babysitter|superhero|heads-up-display|alien|mailman|wormhole|outer-space|spaceship|spacecraft
218,Boys on the Side (1995),Comedy|Drama,lesbian|female-protagonist|terminal-illness|domestic-violence|abusive-boyfriend|piano|face-slap|reference-to-katharine-hepburn|baseball-bat|fortune-teller
219,"Cure, The (1995)",Drama,bare-chested-male|bare-chested-boy|bare-chested-teenage-boy|barefoot-male|barefoot-boy|mother-tickles-teenage-son|car|swedish-car|volvo-motor-vehicle|abusive-mother
220,Castle Freak (1995),Horror,castle|redemption|haunted-by-the-past|monster|blind-girl|inheritance|dysfunctional-marriage|illegitimate-child|rampage|forgiveness
222,Circle of Friends (1995),Drama|Romance,student|pregnancy|1950s|ireland|catholic|coming-of-age|abortion|sex|title-same-as-book|watching-a-movie
223,Clerks (1994),Comedy,friendship|low-budget-film|friend|convenience-store|stupidity|store-clerk|sexual-joke|convenience-store-clerk|sex-talk|sexual-humor
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,psychiatrist|mistaken-identity|fantasy-becomes-reality|sex-scene|attempted-suicide|character-name-as-title|don-juan|retirement|patient|mental-institution
225,Disclosure (1994),Drama|Thriller,sexual-harassment|seduction|casting-couch|fellatio|sexual-predator|black-bra|old-flame|conspiracy|female-lawyer|husband-wife-relationship
226,Dream Man (1995),Thriller,vision|psychic|erotica|police|independent-film
227,Drop Zone (1994),Action|Thriller,terrorist|parachute|skydiving|death-of-brother|detective|police-officer-shot-in-the-chest|police-officer-killed-by-silenced-gun|woman-murders-a-police-officer|police-officer-shot-through-the-heart|police-shootout
228,Destiny Turns on the Radio (1995),Comedy,heist|desert|supernatural-power|las-vegas-nevada|weird-pregnancy|singer|pregnant-wife|pregnant-girlfriend|expectant-father|pregnant-bride
229,Death and the Maiden (1994),Drama|Thriller,suspense|minimal-cast|single-set-production|revenge|rape-and-revenge|dictatorship|lawyer|delusion|justice|prisoner
230,Dolores Claiborne (1995),Drama|Thriller,f-rated|watching-tv|woman-wears-eyeglasses|character-name-as-title|abuse|abusive-man|blood|child-molester|child-sexual-abuse|childhood-trauma
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,chef|chinese-food|cooking|food|family-relationships|father-daughter-relationship|taiwan|taiwanese|boyfriend-girlfriend-relationship|teacher
233,Exotica (1994),Drama,cult-film|public-nudity|protective-male|haunted-by-the-past|grief|large-breasts|female-full-frontal-nudity|female-full-rear-nudity|pregnant-woman|voyeurism
234,Exit to Eden (1994),Comedy,bondage|bdsm|spanking|los-angeles-police-department|sex-scene|lust|buttocks|bare-chested-male|male-rear-nudity|swimming-pool
235,Ed Wood (1994),Comedy|Drama,director|film-director|misfit|friend|hollywood|chiropractor|character-name-as-title|orson-welles-character|bela-lugosi-character|based-on-real-person
236,French Kiss (1995),Action|Comedy|Romance,breakup|plant-cutting|frenchman|blonde|infidelity|thief|cannes|fear-of-flying|smuggling|lactose-intolerance
237,Forget Paris (1995),Comedy|Romance,love|basketball|city-name-in-title|american-abroad|directed-by-star|paris-france|marriage|columbia-tristar|columbia-tristar-home-video|photograph-montage-during-opening-credits
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,labrador-retriever|boy-dog-relationship|dog|survival|stray-dog|rescue|dog-movie|foxvideo|child-in-jeopardy|survival-adventure
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,
240,Hideaway (1995),Thriller,car-accident|serial-killer|psychopath|suicide|psychic-link|demon|psychopathic-killer|based-on-novel|deal-with-the-devil|fear
241,Fluke (1995),Children|Drama,reincarnation|cartoon-on-tv|close-up-of-eye|united-states|usa|united-states-of-america|dog|dog-movie|urination|husband-wife-relationship
242,Farinelli: il castrato (1994),Drama|Musical,bare-chested-male|male-protagonist|secret|brother-castrates-brother|italy|pipe-organ|based-on-real-person|period-drama|singer|farinelli
243,Gordy (1995),Children|Comedy|Fantasy,
244,Gumby: The Movie (1995),Animation|Children,cult-film|dog|1950s|claymation|based-on-cult-favorite|clone|toy-car|toy-store|anthropomorphic-animal|parody-of-cult-film
245,"Glass Shield, The (1994)",Crime|Drama,police-corruption|rookie|sheriff|murder|police|corruption|chevrolet-caprice|chevrolet|police-car|automobile
246,Hoop Dreams (1994),Documentary,basketball|athlete|national-film-registry|cabrini-green-homes-chicago-illinois|basketball-movie|sports-documentary|basketball-sport|high-school|college|inner-city
247,Heavenly Creatures (1994),Crime|Drama,fantasy-life|lesbian-kiss|lesbian-subtext|sex-with-a-minor|teenage-crush|orgy|lesbianism|lesbian|scantily-clad-female|cleavage
248,Houseguest (1994),Comedy,
249,Immortal Beloved (1994),Drama|Romance,based-on-real-person|choral|choral-music|choral-recitative|choral-performance|choral-singing|sex-scene|symphony-orchestra|beethoven-music|final-scene
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,
251,"Hunted, The (1995)",Action,ninja|samurai|assassin|bullet-train|ninja-clan|shuriken|american-in-japan|yakuza-boss|sword-duel|massacre
252,I.Q. (1994),Comedy|Romance,genius|mechanic|laboratory-animal|man-wears-eyeglasses|initialism-in-title|entire-title-is-capitalized-initialism|motor-vehicle|automobile|u.s.-car|chevrolet
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,vampire|gothic|immortality|betrayal|interview|guilt|dark-hero|night|death|same-sex-parents
254,Jefferson in Paris (1995),Drama,lafayette-character|thomas-jefferson-character|period-drama|marie-antoinette-character|sally-hemings-character|american|king-louis-xvi-character|president|versailles-france|timeframe-1780s
255,"Jerky Boys, The (1995)",Comedy,
256,Junior (1994),Comedy|Sci-Fi,nightmare|man-wears-eyeglasses|biotechnology|chimpanzee|experimental-drug|porn-tape|airport|airport-security|boarding-a-plane|jumbo-jet
257,Just Cause (1995),Mystery|Thriller,child-gagged|murder|florida|prison-interview|african-american|serial-killer|forced-confession|psychopath|neo-noir|based-on-novel
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,sword-and-sandal|sword-and-sorcery|kicked-in-the-groin|comic-violence|laser|roller-skates|little-league|tomato|hamburger|confidence
259,Kiss of Death (1995),Crime|Drama|Thriller,neo-noir|witness-protection|cocaine|undercover|tears|wearing-a-sound-wire|victim-of-circumstance|hot-dog-stand|asthmatic-man|facial-scar
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,
261,Little Women (1994),Drama,female-protagonist|winter|american-civil-war|f-rated|reference-to-william-shakespeare|husband-wife-relationship|scarlet-fever|horse-and-carriage|falling-through-ice|ice-skating
262,"Little Princess, A (1995)",Children|Drama,presumed-dead|bullying|class-differences|india|father-daughter-relationship|orphan|based-on-novel|abuse|little-girl|rich-poor
263,Ladybird Ladybird (1994),Drama,children|social-service|violence|unfit-mother|love|false-testimony|sex-scene|watching-tv|hose|women's-shelter
264,"Enfer, L' (1994)",Drama,
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,mexico|food|male-frontal-nudity|marriage|love|nudity|f-rated|pubic-hair|male-pubic-hair|magical-realism
266,Legends of the Fall (1994),Drama|Romance|War|Western,soldier|guilt|dog|racism|bear|1910s|hunting|suicide|f-word|no-opening-credits
267,Major Payne (1995),Comedy,drill-instructor|german-shepherd-dog|character-name-as-title|army-major|young-delinquent|sleeping-with-eyes-open|voice-over-narration|tough-guy|opening-action-scene|war-hero
268,Little Odessa (1994),Crime|Drama,winter|snow|ill-mother|face-slap|assassin|russian-mafia|birthday|laundry-drying-on-a-clothesline|russian|new-york-city
269,My Crazy Life (Mi vida loca) (1993),Drama,chicano|hispanic|generation-x|hood|single-mother|echo-park|lowrider|f-rated|title-directed-by-female|playing-footsie
270,Love Affair (1994),Drama|Romance,scene-during-opening-credits|watching-tv|warner-bros.|accident-victim|disabled-person|car-accident|accident|painting|singer|love
271,Losing Isaiah (1995),Drama,marital-infidelity|biological-mother|bare-chested-male|learning-to-read|mother-daughter-relationship|pro-bono-work|lawyer|hair-barrette|prologue|scene-during-opening-credits
272,"Madness of King George, The (1994)",Comedy|Drama,porphyria|king-of-england|restraint|self-destructiveness|politics|mental-illness|mental-health|aristocracy|back-stabbing|british-politics
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,frankenstein's-monster|remake|elizabeth-frankenstein-character|doctor-victor-frankenstein-character|head-transplant|experiment|author-name-in-title|raising-the-dead|creator-creation-relationship|anti-villain
274,Man of the House (1995),Comedy,gangster|threat|divorcee|single-mother|district-attorney|camping|broken-promise|attempted-murder|young-boy|eavesdropping
275,Mixed Nuts (1994),Comedy,farce|christmas|veterinarian|christmas-eve|remake-of-french-film|transvestite|suicide-hotline|remake|corpse|title-directed-by-female
276,Milk Money (1994),Comedy|Romance,blonde|boy|school|classroom|female-reproductive-system|single-father|prostitute|treehouse|suburb|class-presentation
277,Miracle on 34th Street (1994),Drama,santa-claus|girl|remake|parade|court|single-mother|old-man|color-remake-of-black-and-white-film|christmas-movie|new-york-city
278,Miami Rhapsody (1995),Comedy,brother-sister-relationship|mother-daughter-relationship|fiance-fiancee-relationship|husband-wife-relationship|jew|dysfunctional-marriage|sister-sister-relationship|cynicism|love|father-daughter-relationship
279,My Family (1995),Drama,f-rated|prison|hood|voice-over-narration|narrated-by-character|mexico|scene-during-opening-credits|timeframe-1920s|timeframe-1950s|mexican-repatriation
280,Murder in the First (1995),Drama|Thriller,alcatraz|solitary-confinement|prisoner-abuse|escape-attempt|dungeon|prison|rookie|inmate|courtroom|murder
281,Nobody's Fool (1994),Comedy|Drama|Romance,grandfather-grandson-relationship|father-son-relationship|small-town|independent-film|based-on-novel|bare-breasts|braless|strip-poker|female-removes-her-clothes|sweater
282,Nell (1994),Drama,twins|character-name-as-title|forest|isolation|f-rated|speech|cartoon-on-tv|barefoot-woman|bare-breasts|braless
283,New Jersey Drive (1995),Crime|Drama,timeframe-1990s|police|state-name-in-title|brutality|killing|troubled-teen|dark|gun|violence|rapping
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,undercover-cop|scene-before-opening-credits|nypd|begins-with-death|pretending-to-be-homeless|organized-crime|1990s|three-word-title|city-name-in-title|violence
285,Beyond Bedlam (1993),Drama|Horror,toe-sucking|drug|suicide|hallucination|serial-killer|detective|electronic-music-score|person-on-fire|hanging|babe-scientist
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,explosion|baby|shot-to-death|assassin|knife|pistol|time-travel|africa|future|bounty-hunter
287,Nina Takes a Lover (1994),Comedy|Romance,woman-wears-only-a-man's-shirt|love|infidelity|sex|male-nudity|male-frontal-nudity|female-nudity|independent-film|character-name-in-title
288,Natural Born Killers (1994),Action|Crime|Thriller,media|satire|controversy|mass-media|irony|traumatic-childhood|media-exploitation|pop-culture|television|murder
289,Only You (1994),Comedy|Romance,pittsburgh-pennsylvania|younger-version-of-character|party-on-a-yacht|man's-name|destiny-character|podiatrist|following-someone|sexism|reference-to-helen-reddy|passport
290,Once Were Warriors (1994),Crime|Drama,f-rated|new-zealand|maori|gang|gang-violence|domestic-abuse|dysfunctional-family|maori-culture|woman-wears-only-a-man's-shirt|oceania
291,Poison Ivy II (1996),Drama|Thriller,film-starts-with-sex|diary|art-student|foreplay|kissing-while-having-sex|caressing|sex-in-bed|sex-standing-up|sex-scene|nude-model
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,virus|epidemic|monkey|disease|quarantine|helicopter|hospital|doctor|dog|chase
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,
294,"Perez Family, The (1995)",Comedy|Romance,disagreement
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,pyromania
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,nonlinear-timeline|overdose|drug-use|drug-overdose|drug-dealing|neo-noir|bondage|rape|car-accident|black-comedy
297,Panther (1995),Drama,j.-edgar-hoover-character|fbi-federal-bureau-of-investigation|timeframe-1960s|black-panthers|black-panther-party|racial-prejudice|civil-rights|civil-rights-movement|racial-tension|race-relations
298,Pushing Hands (Tui shou) (1992),Drama,
299,Priest (1994),Drama,church|catholic-priest|homosexual|sexual-repression|liverpool-england|closeted-homosexual|homosexuality|independent-film|watching-tv|f-rated
300,Quiz Show (1994),Drama,based-on-true-story|investigation|fraud|television|1950s|based-on-book|what-happened-to-epilogue|strong-female-character|man-wears-eyeglasses|cleavage
301,Picture Bride (Bijo photo) (1994),Drama|Romance,hawaii|f-rated|japanese-in-hawaii|death|loveless-marriage|japanese-american|arranged-marriage|katana-sword|asian-american|independent-film
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,male-frontal-nudity|female-frontal-nudity|sex|female-nudity|pubic-hair|france|male-pubic-hair|french-history|queen|wedding
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,
304,Roommates (1995),Comedy|Drama,grandfather|doctor|roommate|social-worker|vegetarian|one-word-title|happy-birthday-to-you|funeral|stubborn-old-man|deathbed
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,female-full-frontal-nudity|public-nudity|lesbianism|female-pubic-hair|fashion|fashion-show|journalist|fashion-industry|pantyhose|textile
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,friendship|ex-judge|eavesdropping|judge|model|dog|law-student|indifference|fashion-model|telephone-line
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,trauma|loss-of-child|liberty|telling-a-joke|mourning|accidental-death|widow|paris-france|f-rated|female-protagonist
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,marriage|obsession|divorce|wealth|humiliation|faking-one's-death|hairdresser|strangulation|unconsummated-marriage|person-in-a-suitcase
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,painter|fireworks|yellow-river|teenage-girl|shanxi-china|sex|northern-china|manufacturer|mansion|male-female-relationship
310,Rent-a-Kid (1995),Comedy,nightmare|boy|girl|dog|pet-dog|orphanage|family-relationships|orphan|slapstick-comedy|parenthood
311,Relative Fear (1994),Horror|Thriller,killer-child|psychological|death|two-word-title|therapist|suspicion|special-education|serial-murder|punched-in-the-face|psychopath
312,Stuart Saves His Family (1995),Comedy,public-access|dysfunctional-family|avanti|hunting|drug-abuse|accidental-shooting|based-on-sketch-comedy|alcohol|based-on-tv-series|based-on-book
313,"Swan Princess, The (1994)",Animation|Children,bird-in-title|nine-word-title|colon-in-title|blond-hair|swan-lake|based-on-ballet|fairy-tale|folklore|swan-princess|2d-animation
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,celtic|irish-language|magical-realism|celtic-mythology|family-relationships|irish-mythology|based-on-book|boy-frontal-nudity|boy-nudity|fishing-village
315,"Specialist, The (1994)",Action|Drama|Thriller,bare-breasts|bomb|sex-scene|sex-in-shower|femme-fatale|bombmaker|bomb-making|female-frontal-nudity|breasts|female-rear-nudity
316,Stargate (1994),Action|Adventure|Sci-Fi,portal|hieroglyph|archeology|stargate|military|egypt|teleportation|anubis|egyptian-mythology|pyramid
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,
318,"Shawshank Redemption, The (1994)",Crime|Drama,wrongful-imprisonment|prison|based-on-the-works-of-stephen-king|escape-from-prison|voice-over-narration|friendship-between-men|suicide-by-hanging|1940s|prison-cell-search|infidelity
319,Shallow Grave (1994),Comedy|Drama|Thriller,directorial-debut|stabbed-in-the-neck|room-for-rent|scotland|male-full-frontal-nudity|psycho-thriller|man-hits-a-woman|man-wears-eyeglasses|pubic-hair|male-pubic-hair
320,Suture (1993),Film-Noir|Thriller,head-bandage|bandage|reference-to-w.h.-auden|reference-to-william-shakespeare|brother|lookalike|rifle|gun|shower|shower-curtain
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,loyalty|timeframe-1970s|communist|friendship|gay|chocolate|homosexual|gay-character|reference-to-the-beatles|reference-to-che-guevara
322,Swimming with Sharks (1995),Comedy|Drama,
324,"Sum of Us, The (1994)",Comedy|Drama,sydney-australia|australia|gay-son|approving-father|homosexual-son|breaking-the-fourth-wall|father-son-relationship|based-on-play|crying-man|man-wrapped-in-a-towel
325,National Lampoon's Senior Trip (1995),Comedy,hare-krishna|teenage-boy|teenage-girl|president|principal|education|letter|ohio|party|bus
326,To Live (Huozhe) (1994),Drama,
327,Tank Girl (1995),Action|Comedy|Sci-Fi,tank|female-protagonist|desert|based-on-comic-book|post-apocalypse|lesbian-innuendo|evil-corporation|superheroine|title-directed-by-female|future
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,female-empath|half-human-half-alien|empath|human-alien-hybrid|captain|human-betazoid-woman|counselor|female-human-alien-hybrid|female-chief-medical-officer|male-alien
330,Tales from the Hood (1995),Action|Crime|Horror,revenge-from-beyond-the-grave|killer-doll|civil-rights-activist|murder-cover-up|horror-host|child-abuse|serial-murder|traumatized-child|haunted-by-guilt|winged-demon
331,Tom & Viv (1994),Drama,character-names-as-title|forenames-as-title|period-drama|timeframe-1910s|timeframe-1930s|1930s|writer|socialite|philosopher|love
332,Village of the Damned (1995),Horror|Sci-Fi,alien|small-town|alien-life-form|world-domination|psychic-power|remake|based-on-book|based-on-novel|psychotronic-film|man-wears-underwear
333,Tommy Boy (1995),Comedy,character-name-as-title|nickname-as-title|reference-to-buddy-hackett|road-movie|zodiac-sign|horoscope|reference-to-a-zodiac-sign|reference-to-a-horoscope|reference-to-scorpio-the-astrological-sign|reference-to-scorpio-the-constellation
334,Vanya on 42nd Street (1994),Drama,saint-petersburg-russia|dilapidated-theater|place-name-in-title|place-in-title|timeframe-1890s|professor|actor|anton-chekhov|second-wife|theater
335,Underneath (1995),Mystery|Thriller,
336,"Walking Dead, The (1995)",Drama|War,virus|apocalypse|comic|walking-dead|zombie
337,What's Eating Gilbert Grape (1993),Drama,mentally-challenged|small-town|countryside|rural-setting|responsibility|grocery-store|house-fire|suicide-of-father|single-mother|obesity
338,Virtuosity (1995),Action|Sci-Fi|Thriller,virtual-reality|serial-killer|android|los-angeles-police-department|artificial-intelligence|terrorist|cyberpunk|tied-feet|virtual-character-come-to-life|virtual-reality-simulation
339,While You Were Sleeping (1995),Comedy|Romance,loneliness|unconventional-romance|holiday-season|single-woman|secret-admirer|mistaken-identity|cat|coma|hospital|save-someone-from-being-killed
340,"War, The (1994)",Adventure|Drama|War,year-in-title|20th-century|1990s|tv-special|awards-show
341,Double Happiness (1994),Drama,chinese|chinese-canadian|title-directed-by-female|actress|canadian|f-rated|gay|interracial-romance|telephone-number|555-phone-number
342,Muriel's Wedding (1994),Comedy,wedding|female-protagonist|dysfunctional-family|wanting-to-marry|friendship-between-women|dignity|father-daughter-relationship|family-relationships|friendship|abba
343,"Baby-Sitters Club, The (1995)",Children,friendship|female-protagonist|coming-of-age|cake|blowing-out-a-candle|examination|club-the-organization|downpour|hug|iced-tea
344,Ace Ventura: Pet Detective (1994),Comedy,stupidity|nudity|detective|owner-dog-relationship|master-dog-relationship|1990s|shower|original-story|reference-to-the-nfl|reference-to-the-miami-dolphins
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,road-trip|drag|bus|desert|drag-queen|transgender|mother-son-relationship|father-son-relationship|gay-father|on-the-road
346,Backbeat (1993),Drama|Musical,
347,Bitter Moon (1992),Drama|Film-Noir|Romance,infidelity|psycho-thriller|extramarital-affair|female-nudity|sex-game|adulterous-wife|adultery|ship|unfaithfulness|promiscuity
348,Bullets Over Broadway (1994),Comedy,reference-to-breast-feeding|timeframe-1930s|actress|playwright|play|bodyguard|rehearsal|new-york-city|chihuahua|gangster
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,colombian-drug-cartel|drug-cartel|corrupt-politician|rescue-mission|jack-ryan-character|good-versus-evil|f-18|f-18-hornet|drugs|colombia
350,"Client, The (1994)",Drama|Mystery|Thriller,boy|district-attorney|reference-to-led-zeppelin|lawyer-client-relationship|female-lawyer|elvis-presley-character|5th-amendment|f-rated|child-in-jeopardy|elvis-impersonator
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,housekeeper|repetition-in-title|title-based-on-song|single-father|interracial-romance|interracial-relationship|african-american|widower|character-name-as-title|title-directed-by-female
352,Crooklyn (1994),Comedy|Drama,semi-autobiographical|bully|argument|birthday|visit|craziness|dysfunctional-family|new-york-city|jazz|convertible
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,category-podcast
354,Cobb (1994),Drama,ghost-writer|male-full-frontal-nudity|baseball-movie|based-on-article|based-on-true-story|male-frontal-nudity|female-full-frontal-nudity|female-pubic-hair|baseball-sport|baseball
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,
356,Forrest Gump (1994),Comedy|Drama|Romance|War,vietnam-war|based-on-book|vietnam|mother|female-rear-nudity|amputee|war-hero|based-on-novel|shrimp-boat|ping-pong
